Q1,A1-1,A1-2,A1-3,A1-4,A1-5,A1-6,A1-7,Q2,A2-1,A2-2,A2-3,A2-4,A2-5,A2-6,A2-7,Q3,A3-1,A3-2,A3-3,A3-4,A3-5,A3-6,A3-7,Q4,A4-1,A4-2,A4-3,A4-4,A4-5,A4-6,A4-7,Q5,A5-1,A5-2,A5-3,A5-4,A5-5,A5-6,A5-7,Q6,A6-1,A6-2,A6-3,A6-4,A6-5,A6-6,A6-7
1.내옷장안에는열지않은쇼핑백들이있다.,1점(매우그렇지않다),2점,3점,4점,5점,6점,7점(매우그렇다),2.다른사람들이나를쇼핑중독자로생각할지도모른다.,1점(매우그렇지않다),2점,3점,4점,5점,6점,7점(매우그렇다),3.내일상의대부분은물건구입에집중되어있다.,1점(매우그렇지않다),2점,3점,4점,5점,6점,7점(매우그렇다),4.나는스스로를충동구매자라고생각한다.,1점(매우그렇지않다),2점,3점,4점,5점,6점,7점(매우그렇다),5.나는내가필요하지않은물건들을산다.,1점(전혀없다),2점,3점,4점,5점,6점,7점(매우빈번하다),6.나는내가사려고계획하지않았던물건들을산다.,1점(전혀없다),2점,3점,4점,5점,6점,7점(매우빈번하다)
